model,target_id,n_generated,validity,connected,qed_mean,sa_mean,logp_mean,lipinski_frac,veber_frac,pains_free_frac,pb_valid_rate,clash_mean,clash_free_rate,strain_median,tanimoto_ref_mean,div_n_valid,div_uniqueness,div_internal_diversity,div_scaffold_diversity,div_novelty,ref_vina_score,ref_vina_min,ref_vina_dock,hit_rate,hit_scaffold_unique_rate,vina_score_median,vina_score_mean,vina_min_median,vina_min_mean
own,CDK6_HUMAN_1_312_0__2f2c_B_rec,100,1.0,1.0,0.6563759740400762,6.325451086038791,0.46724589999999977,1.0,1.0,0.19,0.98,0.0,1.0,202.25091679584665,0.07494337769721066,100,0.49,0.6456872038011827,0.49,,-7.547,-7.523,,0.0,0.0,-8.285499999999999,-8.31457,-8.530999999999999,-8.53796
own,DIDH_RAT_1_319_0,100,1.0,1.0,0.6112215613942282,7.236378901795758,0.8213428000000002,1.0,0.9,0.98,0.23,0.0,1.0,826.0908177021583,0.05663514770396476,100,1.0,0.8718152668944982,0.96,,-8.816,-8.838,,0.0,0.0,-6.8185,-6.836940000000001,-7.038,-7.18465
own,NEP_HUMAN_54_750_0,100,1.0,1.0,0.39393412095914065,7.186210678302843,-0.5130468000000001,1.0,0.39,1.0,0.020618556701030927,0.0,1.0,1406.1190317411526,0.06074814862874059,100,1.0,0.8241837083984601,0.73,,-8.689,-8.651,,0.0,0.0,-7.2655,-7.464300000000001,-7.558999999999999,-7.67745
own,NOS1_HUMAN_302_723_0__3tym_A_rec,100,1.0,1.0,0.48737646966587833,7.037098576918932,0.7026600000000001,1.0,0.65,0.96,0.18181818181818182,0.0,1.0,959.8759277962961,0.023930811006482217,100,0.95,0.8473151219680317,0.74,,-6.362,-6.564,,0.0,0.0,-4.5085,-4.511850000000001,-4.9,-4.8934999999999995
own,XANLY_BACGL_26_777_0,100,1.0,1.0,0.4584282261881964,6.557873370350659,-1.0136785000000001,1.0,0.45,0.84,0.23711340206185566,0.0,1.0,874.5955436464438,0.06800817386589197,100,1.0,0.8691880215705847,0.86,,-6.218,-6.287,,0.0,0.0,-5.282500000000001,-5.377470000000001,-5.577999999999999,-5.61165
own,CDK6_HUMAN_1_312_0__4aua_A_rec,100,1.0,1.0,0.5566436880028772,7.162885151911289,-0.11836739999999996,1.0,0.95,0.99,0.2,0.0,1.0,862.824555169206,0.05272888575065795,100,0.92,0.8778691741980056,0.9,,0.736,-2.224,,0.0,0.0,-6.0280000000000005,-6.47765,-6.2265,-6.542050000000001
own,PA21B_PIG_23_146_0,100,1.0,1.0,0.5869897453647632,6.543682761227145,0.3241593,1.0,0.97,0.99,0.74,0.02,0.99,491.65467779530235,0.059824433683609735,100,0.83,0.6129016194054462,0.58,,,,,0.0,0.0,,,,
own,NOS3_HUMAN_65_480_0__1rs9_A_rec,100,1.0,1.0,0.4741757253285806,6.829365432772603,-0.26105950000000006,1.0,0.96,0.97,0.24489795918367346,0.0,1.0,758.7249599834081,0.019439336864951026,100,1.0,0.8976457150963173,0.78,,-3.024,-3.087,,0.0,0.0,-4.035,-4.06104,-4.3085,-4.36769
own,FKB1A_HUMAN_2_108_0,100,1.0,1.0,0.2157054171510849,7.379605500027238,0.32135799999999987,0.98,0.09,1.0,0.03,0.0,1.0,1630.1546091825742,0.05874285583916853,100,0.89,0.668956514855173,0.85,,-7.352,-7.347,,0.0,0.0,-5.8759999999999994,-6.057249999999999,-6.2095,-6.16715
own,HDAC8_HUMAN_1_377_0,100,1.0,1.0,0.35303364627563505,7.200995575173314,-0.47297010000000006,1.0,0.55,0.97,0.0,0.0,1.0,2711.3450144450376,0.030466155246134427,100,1.0,0.8857903182784398,0.74,,,,,0.0,0.0,,,,
